  "id";"drop";"name"                        ;  "shdr";  "shdg";  "shdb";"strength";"dsty";"mate";"fluid";"solid";"wall";  "lumr";  "lumg";  "lumb";"fall";"dlfn";"vscs";"fv";"friction"
  "38";  "38";"BLOCK_FOLIAGE_RED"           ;"0.1252";"0.1252";"0.1252";      "24";"1400";"grss";    "0";    "1";   "1";"0.0000";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0";"16"
  "39";  "39";"BLOCK_FOLIAGE_ICEBLUE"       ;"0.1252";"0.1252";"0.1252";      "24";"1400";"grss";    "0";    "1";   "1";"0.0000";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0";"16"
  "40";  "40";"BLOCK_FOLIAGE_PURPLE"        ;"0.1252";"0.1252";"0.1252";      "24";"1400";"grss";    "0";    "1";   "1";"0.0000";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0";"16"
  "48";  "48";"BLOCK_PLANK_NORMAL"          ;"0.1252";"0.1252";"0.1252";      "16"; "740";"wood";    "0";    "1";   "1";"0.0000";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0";"16"
  "49";  "49";"BLOCK_PLANK_EBONY"           ;"0.1252";"0.1252";"0.1252";      "19";"1200";"wood";    "0";    "1";   "1";"0.0000";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0";"16"
  "50";  "50";"BLOCK_PLANK_BIRCH"           ;"0.1252";"0.1252";"0.1252";      "15"; "670";"wood";    "0";    "1";   "1";"0.0000";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0";"16"
  "51";  "51";"BLOCK_PLANK_BLOODROSE"       ;"0.1252";"0.1252";"0.1252";      "17"; "900";"wood";    "0";    "1";   "1";"0.0000";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0";"16"
  "64";  "64";"BLOCK_TRUNK_NORMAL"          ;"0.1252";"0.1252";"0.1252";      "16"; "740";"wood";    "0";    "1";   "0";"0.0000";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0";"16"
  "65";  "65";"BLOCK_TRUNK_EBONY"           ;"0.1252";"0.1252";"0.1252";      "19";"1200";"wood";    "0";    "1";   "0";"0.0000";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0";"16"
  "66";  "66";"BLOCK_TRUNK_BIRCH"           ;"0.1252";"0.1252";"0.1252";      "15"; "670";"wood";    "0";    "1";   "0";"0.0000";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0";"16"
  "67";  "67";"BLOCK_TRUNK_BLOODROSE"       ;"0.1252";"0.1252";"0.1252";      "17"; "900";"wood";    "0";    "1";   "0";"0.0000";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0";"16"
  "80";  "80";"BLOCK_SAND"                  ;"0.1252";"0.1252";"0.1252";      "24";"2400";"sand";    "0";    "1";   "0";"0.0000";"0.0000";"0.0000";   "1";   "0"; "N/A"; "0";"16"
  "81";  "81";"BLOCK_SAND_WHITE"            ;"0.1252";"0.1252";"0.1252";      "24";"2400";"sand";    "0";    "1";   "0";"0.0000";"0.0000";"0.0000";   "1";   "0"; "N/A"; "0";"16"
  "82";  "82";"BLOCK_SAND_RED"              ;"0.1252";"0.1252";"0.1252";      "24";"2400";"sand";    "0";    "1";   "0";"0.0000";"0.0000";"0.0000";   "1";   "0"; "N/A"; "0";"16"
  "83";  "83";"BLOCK_SAND_DESERT"           ;"0.1252";"0.1252";"0.1252";      "24";"2400";"sand";    "0";    "1";   "0";"0.0000";"0.0000";"0.0000";   "1";   "0"; "N/A"; "0";"16"
  "84";  "84";"BLOCK_SAND_BLACK"            ;"0.1252";"0.1252";"0.1252";      "24";"2400";"sand";    "0";    "1";   "0";"0.0000";"0.0000";"0.0000";   "1";   "0"; "N/A"; "0";"16"
  "85";  "85";"BLOCK_SAND_GREEN"            ;"0.1252";"0.1252";"0.1252";      "24";"2400";"sand";    "0";    "1";   "0";"0.0000";"0.0000";"0.0000";   "1";   "0"; "N/A"; "0";"16"
  "96";  "96";"BLOCK_GRAVEL"                ;"0.1252";"0.1252";"0.1252";      "24";"2400";"grvl";    "0";    "1";   "0";"0.0000";"0.0000";"0.0000";   "1";   "0"; "N/A"; "0";"16"
  "97";  "97";"BLOCK_GRAVEL_GREY"           ;"0.1252";"0.1252";"0.1252";      "24";"2400";"grvl";    "0";    "1";   "0";"0.0000";"0.0000";"0.0000";   "1";   "0"; "N/A"; "0";"16"
 "112"; "112";"BLOCK_ORE_MALACHITE"         ;"0.1252";"0.1252";"0.1252";      "48";"2400";"rock";    "0";    "1";   "0";"0.0000";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0";"16"
 "113"; "113";"BLOCK_ORE_HEMATITE"          ;"0.1252";"0.1252";"0.1252";      "48";"2400";"rock";    "0";    "1";   "0";"0.0000";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0";"16"
 "114"; "114";"BLOCK_ORE_NATURAL_GOLD"      ;"0.1252";"0.1252";"0.1252";      "48";"2400";"rock";    "0";    "1";   "0";"0.0000";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0";"16"
 "115"; "115";"BLOCK_ORE_NATURAL_SILVER"    ;"0.1252";"0.1252";"0.1252";      "48";"2400";"rock";    "0";    "1";   "0";"0.0000";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0";"16"
 "116"; "116";"BLOCK_ORE_RUTILE"            ;"0.1252";"0.1252";"0.1252";      "48";"2400";"rock";    "0";    "1";   "0";"0.0000";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0";"16"
 "117"; "117";"BLOCK_ORE_AURICHALCUMITE"    ;"0.1252";"0.1252";"0.1252";      "48";"2400";"rock";    "0";    "1";   "0";"0.0000";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0";"16"
 "128"; "128";"BLOCK_GEM_RUBY"              ;"0.1252";"0.1252";"0.1252";      "48";"2400";"rock";    "0";    "1";   "0";"0.0000";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0";"16"
 "129"; "129";"BLOCK_GEM_EMERALD"           ;"0.1252";"0.1252";"0.1252";      "48";"2400";"rock";    "0";    "1";   "0";"0.0000";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0";"16"
 "130"; "130";"BLOCK_GEM_SAPPHIRE"          ;"0.1252";"0.1252";"0.1252";      "48";"2400";"rock";    "0";    "1";   "0";"0.0000";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0";"16"
 "131"; "131";"BLOCK_GEM_TOPAZ"             ;"0.1252";"0.1252";"0.1252";      "48";"2400";"rock";    "0";    "1";   "0";"0.0000";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0";"16"
 "132"; "132";"BLOCK_GEM_DIAMOND"           ;"0.1252";"0.1252";"0.1252";      "48";"2400";"rock";    "0";    "1";   "0";"0.0000";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0";"16"
 "133"; "133";"BLOCK_GEM_AMETHYST"          ;"0.1252";"0.1252";"0.1252";      "48";"2400";"rock";    "0";    "1";   "0";"0.0000";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0";"16"
 "144"; "144";"BLOCK_SNOW"                  ;"0.1252";"0.1252";"0.1252";      "24"; "500";"snow";    "0";    "1";   "1";"0.0000";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0";"16"
 "145";   "0";"BLOCK_ICE_FRAGILE"           ;"0.0508";"0.0508";"0.0508";       "5"; "930";"icei";    "0";    "1";   "0";"0.0000";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0"; "4"
 "146"; "146";"BLOCK_ICE_NATURAL"           ;"0.1016";"0.1016";"0.1016";      "35"; "930";"icei";    "0";    "1";   "1";"0.0000";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0"; "4"
 "147"; "147";"BLOCK_ICE_CLEAR_MAGICAL"     ;"0.1252";"0.1252";"0.1252";      "48";"3720";"icex";    "0";    "1";   "1";"0.0744";"0.1252";"0.2268";   "0";   "0"; "N/A"; "0"; "4"
 "148"; "148";"BLOCK_GLASS_CRUDE"           ;"0.0120";"0.0040";"0.0120";       "5";"2500";"glas";    "0";    "1";   "1";"0.0000";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0";"16"
 "149"; "149";"BLOCK_GLASS_CLEAN"           ;"0.0040";"0.0040";"0.0040";       "5";"2203";"glas";    "0";    "1";   "1";"0.0000";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0";"16"
 "160"; "160";"BLOCK_PLATFORM_STONE"        ;"0.0312";"0.0312";"0.0312";       "5"; "N/A";"rock";    "0";    "0";   "0";"0.0000";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0";"16"
 "161"; "161";"BLOCK_PLATFORM_WOODEN"       ;"0.0312";"0.0312";"0.0312";       "5"; "N/A";"wood";    "0";    "0";   "0";"0.0000";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0";"16"
 "162"; "162";"BLOCK_PLATFORM_EBONY"        ;"0.0312";"0.0312";"0.0312";       "5"; "N/A";"wood";    "0";    "0";   "0";"0.0000";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0";"16"
 "163"; "163";"BLOCK_PLATFORM_BIRCH"        ;"0.0312";"0.0312";"0.0312";       "5"; "N/A";"wood";    "0";    "0";   "0";"0.0000";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0";"16"
 "164"; "164";"BLOCK_PLATFORM_BLOODROSE"    ;"0.0312";"0.0312";"0.0312";       "5"; "N/A";"wood";    "0";    "0";   "0";"0.0000";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0";"16"
 "176"; "176";"BLOCK_TORCH"                 ;"0.0312";"0.0312";"0.0312";       "1"; "N/A";"fxtr";    "0";    "0";   "0";"1.0000";"0.6372";"0.0000";   "0";   "1"; "N/A"; "0";"16"
 "177"; "177";"BLOCK_TORCH_FROST"           ;"0.0312";"0.0312";"0.0312";       "1"; "N/A";"fxtr";    "0";    "0";   "0";"0.3048";"0.4848";"1.0000";   "0";   "1"; "N/A"; "0";"16"
 "192"; "176";"BLOCK_TORCH"                 ;"0.0312";"0.0312";"0.0312";       "1"; "N/A";"fxtr";    "0";    "0";   "0";"0.0000";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0";"16"
 "193"; "177";"BLOCK_TORCH_FROST"           ;"0.0312";"0.0312";"0.0312";       "1"; "N/A";"fxtr";    "0";    "0";   "0";"0.0000";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0";"16"
 "208"; "208";"BLOCK_ILLUMINATOR_WHITE"     ;"0.0312";"0.0312";"0.0312";       "1"; "N/A";"glas";    "0";    "1";   "1";"0.8916";"0.9304";"0.9148";   "0";   "0"; "N/A"; "0";"16"
 "209"; "209";"BLOCK_ILLUMINATOR_YELLOW"    ;"0.0312";"0.0312";"0.0312";       "1"; "N/A";"glas";    "0";    "1";   "1";"1.0000";"0.8408";"0.0000";   "0";   "0"; "N/A"; "0";"16"
 "210"; "210";"BLOCK_ILLUMINATOR_ORANGE"    ;"0.0312";"0.0312";"0.0312";       "1"; "N/A";"glas";    "0";    "1";   "1";"1.0000";"0.6100";"0.0000";   "0";   "0"; "N/A"; "0";"16"
 "211"; "211";"BLOCK_ILLUMINATOR_RED"       ;"0.0312";"0.0312";"0.0312";       "1"; "N/A";"glas";    "0";    "1";   "1";"0.9188";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0";"16"
 "212"; "212";"BLOCK_ILLUMINATOR_FUCHSIA"   ;"0.0312";"0.0312";"0.0312";       "1"; "N/A";"glas";    "0";    "1";   "1";"0.9188";"0.0000";"0.7156";   "0";   "0"; "N/A"; "0";"16"
 "213"; "213";"BLOCK_ILLUMINATOR_PURPLE"    ;"0.0312";"0.0312";"0.0312";       "1"; "N/A";"glas";    "0";    "1";   "1";"0.7156";"0.0000";"0.9188";   "0";   "0"; "N/A"; "0";"16"
 "214"; "214";"BLOCK_ILLUMINATOR_BLUE"      ;"0.0312";"0.0312";"0.0312";       "1"; "N/A";"glas";    "0";    "1";   "1";"0.0000";"0.1996";"0.9188";   "0";   "0"; "N/A"; "0";"16"
 "215"; "215";"BLOCK_ILLUMINATOR_CYAN"      ;"0.0312";"0.0312";"0.0312";       "1"; "N/A";"glas";    "0";    "1";   "1";"0.0000";"0.8368";"0.9188";   "0";   "0"; "N/A"; "0";"16"
 "216"; "216";"BLOCK_ILLUMINATOR_GREEN"     ;"0.0312";"0.0312";"0.0312";       "1"; "N/A";"glas";    "0";    "1";   "1";"0.2112";"1.0000";"0.0000";   "0";   "0"; "N/A"; "0";"16"
 "217"; "217";"BLOCK_ILLUMINATOR_GREEN_DARK";"0.0312";"0.0312";"0.0312";       "1"; "N/A";"glas";    "0";    "1";   "1";"0.1252";"0.4068";"0.0000";   "0";   "0"; "N/A"; "0";"16"
 "218"; "218";"BLOCK_ILLUMINATOR_BROWN"     ;"0.0312";"0.0312";"0.0312";       "1"; "N/A";"glas";    "0";    "1";   "1";"0.3324";"0.1252";"0.0000";   "0";   "0"; "N/A"; "0";"16"
 "219"; "219";"BLOCK_ILLUMINATOR_TAN"       ;"0.0312";"0.0312";"0.0312";       "1"; "N/A";"glas";    "0";    "1";   "1";"0.5864";"0.4068";"0.2032";   "0";   "0"; "N/A"; "0";"16"
 "220"; "220";"BLOCK_ILLUMINATOR_GREY_LIGHT";"0.0312";"0.0312";"0.0312";       "1"; "N/A";"glas";    "0";    "1";   "1";"0.7392";"0.7392";"0.7392";   "0";   "0"; "N/A"; "0";"16"
 "221"; "221";"BLOCK_ILLUMINATOR_GREY_MED"  ;"0.0312";"0.0312";"0.0312";       "1"; "N/A";"glas";    "0";    "1";   "1";"0.4576";"0.4576";"0.4576";   "0";   "0"; "N/A"; "0";"16"
 "222"; "222";"BLOCK_ILLUMINATOR_GREY_DARK" ;"0.0312";"0.0312";"0.0312";       "1"; "N/A";"glas";    "0";    "1";   "1";"0.2540";"0.2540";"0.2540";   "0";   "0"; "N/A"; "0";"16"
 "223"; "223";"BLOCK_ILLUMINATOR_BLACK"     ;"0.0312";"0.0312";"0.0312";       "1"; "N/A";"glas";    "0";    "1";   "1";"0.4340";"0.0000";"0.9972";   "0";   "0"; "N/A"; "0";"16"
 "224"; "208";"BLOCK_ILLUMINATOR_WHITE"     ;"0.1252";"0.1252";"0.1252";       "1"; "N/A";"glas";    "0";    "1";   "1";"0.0000";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0";"16"
 "225"; "209";"BLOCK_ILLUMINATOR_YELLOW"    ;"0.1252";"0.1252";"0.1252";       "1"; "N/A";"glas";    "0";    "1";   "1";"0.0000";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0";"16"
 "226"; "210";"BLOCK_ILLUMINATOR_ORANGE"    ;"0.1252";"0.1252";"0.1252";       "1"; "N/A";"glas";    "0";    "1";   "1";"0.0000";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0";"16"
 "227"; "211";"BLOCK_ILLUMINATOR_RED"       ;"0.1252";"0.1252";"0.1252";       "1"; "N/A";"glas";    "0";    "1";   "1";"0.0000";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0";"16"
 "228"; "212";"BLOCK_ILLUMINATOR_FUCHSIA"   ;"0.1252";"0.1252";"0.1252";       "1"; "N/A";"glas";    "0";    "1";   "1";"0.0000";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0";"16"
 "229"; "213";"BLOCK_ILLUMINATOR_PURPLE"    ;"0.1252";"0.1252";"0.1252";       "1"; "N/A";"glas";    "0";    "1";   "1";"0.0000";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0";"16"
 "230"; "214";"BLOCK_ILLUMINATOR_BLUE"      ;"0.1252";"0.1252";"0.1252";       "1"; "N/A";"glas";    "0";    "1";   "1";"0.0000";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0";"16"
 "231"; "215";"BLOCK_ILLUMINATOR_CYAN"      ;"0.1252";"0.1252";"0.1252";       "1"; "N/A";"glas";    "0";    "1";   "1";"0.0000";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0";"16"
 "232"; "216";"BLOCK_ILLUMINATOR_GREEN"     ;"0.1252";"0.1252";"0.1252";       "1"; "N/A";"glas";    "0";    "1";   "1";"0.0000";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0";"16"
 "233"; "217";"BLOCK_ILLUMINATOR_GREEN_DARK";"0.1252";"0.1252";"0.1252";       "1"; "N/A";"glas";    "0";    "1";   "1";"0.0000";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0";"16"
 "234"; "218";"BLOCK_ILLUMINATOR_BROWN"     ;"0.1252";"0.1252";"0.1252";       "1"; "N/A";"glas";    "0";    "1";   "1";"0.0000";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0";"16"
 "235"; "219";"BLOCK_ILLUMINATOR_TAN"       ;"0.1252";"0.1252";"0.1252";       "1"; "N/A";"glas";    "0";    "1";   "1";"0.0000";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0";"16"
 "236"; "220";"BLOCK_ILLUMINATOR_GREY_LIGHT";"0.1252";"0.1252";"0.1252";       "1"; "N/A";"glas";    "0";    "1";   "1";"0.0000";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0";"16"
 "237"; "221";"BLOCK_ILLUMINATOR_GREY_MED"  ;"0.1252";"0.1252";"0.1252";       "1"; "N/A";"glas";    "0";    "1";   "1";"0.0000";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0";"16"
 "238"; "222";"BLOCK_ILLUMINATOR_GREY_DARK" ;"0.1252";"0.1252";"0.1252";       "1"; "N/A";"glas";    "0";    "1";   "1";"0.0000";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0";"16"
 "239"; "223";"BLOCK_ILLUMINATOR_BLACK"     ;"0.1252";"0.1252";"0.1252";       "1"; "N/A";"glas";    "0";    "1";   "1";"0.0000";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0";"16"
 "240"; "240";"BLOCK_SANDSTONE"             ;"0.1252";"0.1252";"0.1252";      "48";"1900";"rock";    "0";    "1";   "1";"0.0000";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0";"16"
 "241"; "241";"BLOCK_SANDSTONE_WHITE"       ;"0.1252";"0.1252";"0.1252";      "48";"1900";"rock";    "0";    "1";   "1";"0.0000";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0";"16"
 "242"; "242";"BLOCK_SANDSTONE_RED"         ;"0.1252";"0.1252";"0.1252";      "48";"1900";"rock";    "0";    "1";   "1";"0.0000";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0";"16"
 "243"; "243";"BLOCK_SANDSTONE_DESERT"      ;"0.1252";"0.1252";"0.1252";      "48";"1900";"rock";    "0";    "1";   "1";"0.0000";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0";"16"
 "244"; "244";"BLOCK_SANDSTONE_BLACK"       ;"0.1252";"0.1252";"0.1252";      "48";"1900";"rock";    "0";    "1";   "1";"0.0000";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0";"16"
 "245"; "245";"BLOCK_SANDSTONE_GREEN"       ;"0.1252";"0.1252";"0.1252";      "48";"1900";"rock";    "0";    "1";   "1";"0.0000";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0";"16"
 "256"; "256";"BLOCK_LANTERN_IRON_REGULAR"  ;"0.0312";"0.0312";"0.0312";       "1"; "N/A";"fxtr";    "0";    "0";   "0";"1.0000";"0.6372";"0.0000";   "0";   "0"; "N/A"; "0";"16"
 "257"; "257";"BLOCK_SUNSTONE"              ;"0.1252";"0.1252";"0.1252";       "1"; "N/A";"rock";    "0";    "1";   "0";"0.0000";"0.0000";"0.0000";   "0";   "2"; "N/A"; "0";"16"
 "258"; "258";"BLOCK_DAYLIGHT_CAPACITOR"    ;"0.1252";"0.1252";"0.1252";       "1"; "N/A";"glas";    "0";    "1";   "0";"0.0000";"0.0000";"0.0000";   "0";   "3"; "N/A"; "0";"16"
"4064";   "0";"BLOCK_LAVA"                  ;"0.9696";"0.9696";"0.9696";     "100";"2600";"rock";    "1";    "0";   "0";"0.7664";"0.2032";"0.0000";   "0";   "0";  "32"; "0";"16"
"4065";   "0";"BLOCK_LAVA"                  ;"0.9696";"0.9696";"0.9696";     "100";"2600";"rock";    "1";    "0";   "0";"0.7664";"0.2032";"0.0000";   "0";   "0";  "32"; "0";"16"
"4066";   "0";"BLOCK_LAVA"                  ;"0.9696";"0.9696";"0.9696";     "100";"2600";"rock";    "1";    "0";   "0";"0.7664";"0.2032";"0.0000";   "0";   "0";  "32"; "0";"16"
"4067";   "0";"BLOCK_LAVA"                  ;"0.9696";"0.9696";"0.9696";     "100";"2600";"rock";    "1";    "0";   "0";"0.7664";"0.2032";"0.0000";   "0";   "0";  "32"; "0";"16"
"4068";   "0";"BLOCK_LAVA"                  ;"0.9696";"0.9696";"0.9696";     "100";"2600";"rock";    "1";    "0";   "0";"0.7664";"0.2032";"0.0000";   "0";   "0";  "32"; "0";"16"
"4069";   "0";"BLOCK_LAVA"                  ;"0.9696";"0.9696";"0.9696";     "100";"2600";"rock";    "1";    "0";   "0";"0.7664";"0.2032";"0.0000";   "0";   "0";  "32"; "0";"16"
"4070";   "0";"BLOCK_LAVA"                  ;"0.9696";"0.9696";"0.9696";     "100";"2600";"rock";    "1";    "0";   "0";"0.7664";"0.2032";"0.0000";   "0";   "0";  "32"; "0";"16"
"4071";   "0";"BLOCK_LAVA"                  ;"0.9696";"0.9696";"0.9696";     "100";"2600";"rock";    "1";    "0";   "0";"0.7664";"0.2032";"0.0000";   "0";   "0";  "32"; "0";"16"
"4072";   "0";"BLOCK_LAVA"                  ;"0.9696";"0.9696";"0.9696";     "100";"2600";"rock";    "1";    "0";   "0";"0.7664";"0.2032";"0.0000";   "0";   "0";  "32"; "0";"16"
"4073";   "0";"BLOCK_LAVA"                  ;"0.9696";"0.9696";"0.9696";     "100";"2600";"rock";    "1";    "0";   "0";"0.7664";"0.2032";"0.0000";   "0";   "0";  "32"; "0";"16"
"4074";   "0";"BLOCK_LAVA"                  ;"0.9696";"0.9696";"0.9696";     "100";"2600";"rock";    "1";    "0";   "0";"0.7664";"0.2032";"0.0000";   "0";   "0";  "32"; "0";"16"
"4075";   "0";"BLOCK_LAVA"                  ;"0.9696";"0.9696";"0.9696";     "100";"2600";"rock";    "1";    "0";   "0";"0.7664";"0.2032";"0.0000";   "0";   "0";  "32"; "0";"16"
"4076";   "0";"BLOCK_LAVA"                  ;"0.9696";"0.9696";"0.9696";     "100";"2600";"rock";    "1";    "0";   "0";"0.7664";"0.2032";"0.0000";   "0";   "0";  "32"; "0";"16"
"4077";   "0";"BLOCK_LAVA"                  ;"0.9696";"0.9696";"0.9696";     "100";"2600";"rock";    "1";    "0";   "0";"0.7664";"0.2032";"0.0000";   "0";   "0";  "32"; "0";"16"
"4078";   "0";"BLOCK_LAVA"                  ;"0.9696";"0.9696";"0.9696";     "100";"2600";"rock";    "1";    "0";   "0";"0.7664";"0.2032";"0.0000";   "0";   "0";  "32"; "0";"16"
"4079";   "0";"BLOCK_LAVA"                  ;"0.9696";"0.9696";"0.9696";     "100";"2600";"rock";    "1";    "0";   "0";"0.7664";"0.2032";"0.0000";   "0";   "0";  "32"; "0";"16"
"4080";   "0";"BLOCK_WATER"                 ;"0.1016";"0.0744";"0.0508";     "100";"1000";"watr";    "1";    "0";   "0";"0.0000";"0.0000";"0.0000";   "0";   "0";  "16"; "0";"16"
"4081";   "0";"BLOCK_WATER"                 ;"0.1016";"0.0744";"0.0508";     "100";"1000";"watr";    "1";    "0";   "0";"0.0000";"0.0000";"0.0000";   "0";   "0";  "16"; "0";"16"
"4082";   "0";"BLOCK_WATER"                 ;"0.1016";"0.0744";"0.0508";     "100";"1000";"watr";    "1";    "0";   "0";"0.0000";"0.0000";"0.0000";   "0";   "0";  "16"; "0";"16"
"4083";   "0";"BLOCK_WATER"                 ;"0.1016";"0.0744";"0.0508";     "100";"1000";"watr";    "1";    "0";   "0";"0.0000";"0.0000";"0.0000";   "0";   "0";  "16"; "0";"16"
"4084";   "0";"BLOCK_WATER"                 ;"0.1016";"0.0744";"0.0508";     "100";"1000";"watr";    "1";    "0";   "0";"0.0000";"0.0000";"0.0000";   "0";   "0";  "16"; "0";"16"
"4085";   "0";"BLOCK_WATER"                 ;"0.1016";"0.0744";"0.0508";     "100";"1000";"watr";    "1";    "0";   "0";"0.0000";"0.0000";"0.0000";   "0";   "0";  "16"; "0";"16"
"4086";   "0";"BLOCK_WATER"                 ;"0.1016";"0.0744";"0.0508";     "100";"1000";"watr";    "1";    "0";   "0";"0.0000";"0.0000";"0.0000";   "0";   "0";  "16"; "0";"16"
"4087";   "0";"BLOCK_WATER"                 ;"0.1016";"0.0744";"0.0508";     "100";"1000";"watr";    "1";    "0";   "0";"0.0000";"0.0000";"0.0000";   "0";   "0";  "16"; "0";"16"
"4088";   "0";"BLOCK_WATER"                 ;"0.1016";"0.0744";"0.0508";     "100";"1000";"watr";    "1";    "0";   "0";"0.0000";"0.0000";"0.0000";   "0";   "0";  "16"; "0";"16"
