 "id";"dmg";"name"                     ;"opacity";"strength";"dsty";"fluid";"movr";"solid";"wall";"lumcolor";"drop";"ddmg";"fall";"friction"
  "8";  "3";"TILE_GEM_TOPAZ"           ;"2105376";      "25";"2400";    "0";   "0";    "1";   "0";       "0";   "8";   "3";   "0";"16"
  "8";  "4";"TILE_GEM_DIAMOND"         ;"2105376";      "25";"2400";    "0";   "0";    "1";   "0";       "0";   "8";   "4";   "0";"16"
  "8";  "5";"TILE_GEM_AMETHYST"        ;"2105376";      "25";"2400";    "0";   "0";    "1";   "0";       "0";   "8";   "5";   "0";"16"
  "9";  "0";"TILE_SNOW"                ;"2105376";       "6"; "500";    "0";   "0";    "1";   "1";       "0";   "9";   "0";   "0";"16"
  "9";  "1";"TILE_ICE_FRAGILE"         ; "855309";       "1"; "930";    "0";   "0";    "1";   "0";       "0";   "9";   "1";   "0";"16"
  "9";  "2";"TILE_ICE_NATURAL"         ;"1710618";      "25"; "930";    "0";   "0";    "1";   "1";       "0";   "9";   "2";   "0"; "8"
  "9";  "3";"TILE_ICE_CLEAR_MAGICAL"   ;"2105376";      "25";"3720";    "0";   "0";    "1";   "1"; "1253434";   "9";   "3";   "0"; "8"
 "10";  "0";"TILE_PLATFORM_STONE"      ; "526344";       "1"; "N/A";    "0";   "0";    "0";   "0";       "0";  "10";   "0";   "0";"16"
 "10";  "1";"TILE_PLATFORM_WOODEN"     ; "526344";       "1"; "N/A";    "0";   "0";    "0";   "0";       "0";  "10";   "1";   "0";"16"
 "10";  "2";"TILE_PLATFORM_EBONY"      ; "526344";       "1"; "N/A";    "0";   "0";    "0";   "0";       "0";  "10";   "2";   "0";"16"
 "10";  "3";"TILE_PLATFORM_BIRCH"      ; "526344";       "1"; "N/A";    "0";   "0";    "0";   "0";       "0";  "10";   "3";   "0";"16"
 "10";  "4";"TILE_PLATFORM_BLOODROSE"  ; "526344";       "1"; "N/A";    "0";   "0";    "0";   "0";       "0";  "10";   "4";   "0";"16"
 "11";  "0";"TILE_TORCH"               ; "526344";       "0"; "N/A";    "0";   "0";    "0";   "0";"15304000";  "11";   "0";   "0";"16"
 "11";  "1";"TILE_TORCH_FROST"         ; "526344";       "0"; "N/A";    "0";   "0";    "0";   "0"; "5143807";  "11";   "1";   "0";"16"
 "12";  "0";"TILE_TORCH"               ; "526344";       "0"; "N/A";    "0";   "0";    "0";   "0";       "0";  "11";   "0";   "0";"16"
 "12";  "1";"TILE_TORCH_FROST"         ; "526344";       "0"; "N/A";    "0";   "0";    "0";   "0";       "0";  "11";   "1";   "0";"16"
 "13";  "0";"TILE_ILLUMINATOR_WHITE"   ; "526344";       "0"; "N/A";    "0";   "0";    "1";   "1";"15461355";  "13";   "0";   "0";"16"
 "13";  "1";"TILE_ILLUMINATOR_YELLOW"  ; "526344";       "0"; "N/A";    "0";   "0";    "1";   "1";"15461120";  "13";   "1";   "0";"16"
 "13";  "2";"TILE_ILLUMINATOR_ORANGE"  ; "526344";       "0"; "N/A";    "0";   "0";    "1";   "1";"15447808";  "13";   "2";   "0";"16"
 "13";  "3";"TILE_ILLUMINATOR_RED"     ; "526344";       "0"; "N/A";    "0";   "0";    "1";   "1";"15400960";  "13";   "3";   "0";"16"
 "13";  "4";"TILE_ILLUMINATOR_FUCHSIA" ; "526344";       "0"; "N/A";    "0";   "0";    "1";   "1";"15401143";  "13";   "4";   "0";"16"
 "13";  "5";"TILE_ILLUMINATOR_PURPLE"  ; "526344";       "0"; "N/A";    "0";   "0";    "1";   "1";"11993323";  "13";   "5";   "0";"16"
 "13";  "6";"TILE_ILLUMINATOR_BLUE"    ; "526344";       "0"; "N/A";    "0";   "0";    "1";   "1";     "235";  "13";   "6";   "0";"16"
 "13";  "7";"TILE_ILLUMINATOR_CYAN"    ; "526344";       "0"; "N/A";    "0";   "0";    "1";   "1";   "51947";  "13";   "7";   "0";"16"
 "13";  "8";"TILE_ILLUMINATOR_GREEN"   ; "526344";       "0"; "N/A";    "0";   "0";    "1";   "1"; "4311552";  "13";   "8";   "0";"16"
 "13";  "9";"TILE_ILLUMINATOR_GREEN_DARK";"526344";      "0"; "N/A";    "0";   "0";    "1";   "1"; "2123776";  "13";   "9";   "0";"16"
 "13"; "10";"TILE_ILLUMINATOR_BROWN"   ; "526344";       "0"; "N/A";    "0";   "0";    "1";   "1"; "5578752";  "13";  "10";   "0";"16"
 "13"; "11";"TILE_ILLUMINATOR_TAN"     ; "526344";       "0"; "N/A";    "0";   "0";    "1";   "1"; "9857076";  "13";  "11";   "0";"16"
 "13"; "12";"TILE_ILLUMINATOR_GREY_LIGHT";"526344";      "0"; "N/A";    "0";   "0";    "1";   "1";"12434877";  "13";  "12";   "0";"16"
 "13"; "13";"TILE_ILLUMINATOR_GREY_MED"; "526344";       "0"; "N/A";    "0";   "0";    "1";   "1"; "7697781";  "13";  "13";   "0";"16"
 "13"; "14";"TILE_ILLUMINATOR_GREY_DARK";"526344";       "0"; "N/A";    "0";   "0";    "1";   "1"; "4276545";  "13";  "14";   "0";"16"
 "13"; "15";"TILE_ILLUMINATOR_BLACK"   ; "526344";       "0"; "N/A";    "0";   "0";    "1";   "1"; "7274751";  "13";  "15";   "0";"16"
 "14";  "0";"TILE_ILLUMINATOR_WHITE"   ;"2105376";       "0"; "N/A";    "0";   "0";    "1";   "1";       "0";  "13";   "0";   "0";"16"
 "14";  "1";"TILE_ILLUMINATOR_YELLOW"  ;"2105376";       "0"; "N/A";    "0";   "0";    "1";   "1";       "0";  "13";   "1";   "0";"16"
 "14";  "2";"TILE_ILLUMINATOR_ORANGE"  ;"2105376";       "0"; "N/A";    "0";   "0";    "1";   "1";       "0";  "13";   "2";   "0";"16"
 "14";  "3";"TILE_ILLUMINATOR_RED"     ;"2105376";       "0"; "N/A";    "0";   "0";    "1";   "1";       "0";  "13";   "3";   "0";"16"
 "14";  "4";"TILE_ILLUMINATOR_FUCHSIA" ;"2105376";       "0"; "N/A";    "0";   "0";    "1";   "1";       "0";  "13";   "4";   "0";"16"
 "14";  "5";"TILE_ILLUMINATOR_PURPLE"  ;"2105376";       "0"; "N/A";    "0";   "0";    "1";   "1";       "0";  "13";   "5";   "0";"16"
 "14";  "6";"TILE_ILLUMINATOR_BLUE"    ;"2105376";       "0"; "N/A";    "0";   "0";    "1";   "1";       "0";  "13";   "6";   "0";"16"
 "14";  "7";"TILE_ILLUMINATOR_CYAN"    ;"2105376";       "0"; "N/A";    "0";   "0";    "1";   "1";       "0";  "13";   "7";   "0";"16"
 "14";  "8";"TILE_ILLUMINATOR_GREEN"   ;"2105376";       "0"; "N/A";    "0";   "0";    "1";   "1";       "0";  "13";   "8";   "0";"16"
 "14";  "9";"TILE_ILLUMINATOR_GREEN_DARK";"2105376";     "0"; "N/A";    "0";   "0";    "1";   "1";       "0";  "13";   "9";   "0";"16"
 "14"; "10";"TILE_ILLUMINATOR_BROWN"   ;"2105376";       "0"; "N/A";    "0";   "0";    "1";   "1";       "0";  "13";  "10";   "0";"16"
 "14"; "11";"TILE_ILLUMINATOR_TAN"     ;"2105376";       "0"; "N/A";    "0";   "0";    "1";   "1";       "0";  "13";  "11";   "0";"16"
 "14"; "12";"TILE_ILLUMINATOR_GREY_LIGHT";"2105376";     "0"; "N/A";    "0";   "0";    "1";   "1";       "0";  "13";  "12";   "0";"16"
 "14"; "13";"TILE_ILLUMINATOR_GREY_MED";"2105376";       "0"; "N/A";    "0";   "0";    "1";   "1";       "0";  "13";  "13";   "0";"16"
 "14"; "14";"TILE_ILLUMINATOR_GREY_DARK";"2105376";      "0"; "N/A";    "0";   "0";    "1";   "1";       "0";  "13";  "14";   "0";"16"
 "14"; "15";"TILE_ILLUMINATOR_BLACK"   ;"2105376";       "0"; "N/A";    "0";   "0";    "1";   "1";       "0";  "13";  "15";   "0";"16"
 "15";  "0";"TILE_SANDSTONE"           ;"2105376";      "25";"1900";    "0";   "0";    "1";   "1";       "0";  "15";   "0";   "0";"16"
 "15";  "1";"TILE_SANDSTONE_WHITE"     ;"2105376";      "25";"1900";    "0";   "0";    "1";   "1";       "0";  "15";   "1";   "0";"16"
 "15";  "2";"TILE_SANDSTONE_RED"       ;"2105376";      "25";"1900";    "0";   "0";    "1";   "1";       "0";  "15";   "2";   "0";"16"
 "15";  "3";"TILE_SANDSTONE_DESERT"    ;"2105376";      "25";"1900";    "0";   "0";    "1";   "1";       "0";  "15";   "3";   "0";"16"
 "15";  "4";"TILE_SANDSTONE_BLACK"     ;"2105376";      "25";"1900";    "0";   "0";    "1";   "1";       "0";  "15";   "4";   "0";"16"
 "15";  "5";"TILE_SANDSTONE_BLACK"     ;"2105376";      "25";"1900";    "0";   "0";    "1";   "1";       "0";  "15";   "5";   "0";"16"
 "16";  "0";"TILE_LANTERN_IRON_REGULAR"; "526344";       "0"; "N/A";    "0";   "0";    "0";   "0";"16769944";  "16";   "0";   "0";"16"
"255";  "0";"TILE_WATER"               ;"1708813";     "100";"1000";    "1";  "12";    "0";   "0";       "0"; "N/A"; "N/A";   "0";"16"
"255";  "1";"TILE_WATER"               ;"1708813";     "100";"1000";    "1";  "12";    "0";   "0";       "0"; "N/A"; "N/A";   "0";"16"
"255";  "2";"TILE_WATER"               ;"1708813";     "100";"1000";    "1";  "12";    "0";   "0";       "0"; "N/A"; "N/A";   "0";"16"
"255";  "3";"TILE_WATER"               ;"1708813";     "100";"1000";    "1";  "12";    "0";   "0";       "0"; "N/A"; "N/A";   "0";"16"
"255";  "4";"TILE_WATER"               ;"1708813";     "100";"1000";    "1";  "12";    "0";   "0";       "0"; "N/A"; "N/A";   "0";"16"
"255";  "5";"TILE_WATER"               ;"1708813";     "100";"1000";    "1";  "12";    "0";   "0";       "0"; "N/A"; "N/A";   "0";"16"
"255";  "6";"TILE_WATER"               ;"1708813";     "100";"1000";    "1";  "12";    "0";   "0";       "0"; "N/A"; "N/A";   "0";"16"
"255";  "7";"TILE_WATER"               ;"1708813";     "100";"1000";    "1";  "12";    "0";   "0";       "0"; "N/A"; "N/A";   "0";"16"
"255";  "8";"TILE_WATER"               ;"1708813";     "100";"1000";    "1";  "12";    "0";   "0";       "0"; "N/A"; "N/A";   "0";"16"
"255";  "9";"TILE_WATER"               ;"1708813";     "100";"1000";    "1";  "12";    "0";   "0";       "0"; "N/A"; "N/A";   "0";"16"
"255"; "10";"TILE_WATER"               ;"1708813";     "100";"1000";    "1";  "12";    "0";   "0";       "0"; "N/A"; "N/A";   "0";"16"
"255"; "11";"TILE_WATER"               ;"1708813";     "100";"1000";    "1";  "12";    "0";   "0";       "0"; "N/A"; "N/A";   "0";"16"
"255"; "12";"TILE_WATER"               ;"1708813";     "100";"1000";    "1";  "12";    "0";   "0";       "0"; "N/A"; "N/A";   "0";"16"
"255"; "13";"TILE_WATER"               ;"1708813";     "100";"1000";    "1";  "12";    "0";   "0";       "0"; "N/A"; "N/A";   "0";"16"
"255"; "14";"TILE_WATER"               ;"1708813";     "100";"1000";    "1";  "12";    "0";   "0";       "0"; "N/A"; "N/A";   "0";"16"
"255"; "15";"TILE_WATER"               ;"1708813";     "100";"1000";    "1";  "12";    "0";   "0";       "0"; "N/A"; "N/A";   "0";"16"
"254";  "0";"TILE_LAVA"                ;"16316664";    "100";"2600";    "1";  "48";    "0";   "0";"12858368"; "N/A"; "N/A";   "0";"16"
"254";  "1";"TILE_LAVA"                ;"16316664";    "100";"2600";    "1";  "48";    "0";   "0";"12858368"; "N/A"; "N/A";   "0";"16"
"254";  "2";"TILE_LAVA"                ;"16316664";    "100";"2600";    "1";  "48";    "0";   "0";"12858368"; "N/A"; "N/A";   "0";"16"
"254";  "3";"TILE_LAVA"                ;"16316664";    "100";"2600";    "1";  "48";    "0";   "0";"12858368"; "N/A"; "N/A";   "0";"16"
"254";  "4";"TILE_LAVA"                ;"16316664";    "100";"2600";    "1";  "48";    "0";   "0";"12858368"; "N/A"; "N/A";   "0";"16"
"254";  "5";"TILE_LAVA"                ;"16316664";    "100";"2600";    "1";  "48";    "0";   "0";"12858368"; "N/A"; "N/A";   "0";"16"
"254";  "6";"TILE_LAVA"                ;"16316664";    "100";"2600";    "1";  "48";    "0";   "0";"12858368"; "N/A"; "N/A";   "0";"16"
"254";  "7";"TILE_LAVA"                ;"16316664";    "100";"2600";    "1";  "48";    "0";   "0";"12858368"; "N/A"; "N/A";   "0";"16"
"254";  "8";"TILE_LAVA"                ;"16316664";    "100";"2600";    "1";  "48";    "0";   "0";"12858368"; "N/A"; "N/A";   "0";"16"
"254";  "9";"TILE_LAVA"                ;"16316664";    "100";"2600";    "1";  "48";    "0";   "0";"12858368"; "N/A"; "N/A";   "0";"16"
"254"; "10";"TILE_LAVA"                ;"16316664";    "100";"2600";    "1";  "48";    "0";   "0";"12858368"; "N/A"; "N/A";   "0";"16"
"254"; "11";"TILE_LAVA"                ;"16316664";    "100";"2600";    "1";  "48";    "0";   "0";"12858368"; "N/A"; "N/A";   "0";"16"
"254"; "12";"TILE_LAVA"                ;"16316664";    "100";"2600";    "1";  "48";    "0";   "0";"12858368"; "N/A"; "N/A";   "0";"16"
"254"; "13";"TILE_LAVA"                ;"16316664";    "100";"2600";    "1";  "48";    "0";   "0";"12858368"; "N/A"; "N/A";   "0";"16"
"254"; "14";"TILE_LAVA"                ;"16316664";    "100";"2600";    "1";  "48";    "0";   "0";"12858368"; "N/A"; "N/A";   "0";"16"
"254"; "15";"TILE_LAVA"                ;"16316664";    "100";"2600";    "1";  "48";    "0";   "0";"12858368"; "N/A"; "N/A";   "0";"16"
"256";  "0";"TILE_NULL"                ;       "0";     "-1";"2600";    "0";   "0";    "0";   "0";       "0"; "N/A"; "N/A";   "0";"16"
# Friction: 0: frictionless, <16: slippery, 16: regular, >16: sticky
# Opacity/Lumcolor: 40-step RGB
# Solid: whether the tile has full collision
# movr: Movement resistance, (walkspeedmax) / (1 + (n/16)), 16 halves movement speed
# dsty: density. As we are putting water an 1000, it is identical to specific gravity. [g/l]

# Defalut torch : L 77 a 47 b 59; real candlelight colour taken from properly configured camera.

# 16 colour palette : Old Apple Macintosh 16-colour palette

# Magical ice: theoretical __metallic__ ice that might form under super-high pressure (> 5 TPa). Its density is a wild guess.

# Off illuminator: NO OPACITY! this is intended!

#   References:
#     * Density of various woods : http://www.engineeringtoolbox.com/wood-density-d_40.html
#     * Density of various phases of ice : http://www1.lsbu.ac.uk/water/ice_phases.html
