"NAMESET_DWARVEN_080";"Alåth";
"NAMESET_DWARVEN_081";"Libash";
"NAMESET_DWARVEN_082";"Dënush";
"NAMESET_DWARVEN_083";"Biban";
"NAMESET_DWARVEN_084";"Onlìl";
"NAMESET_DWARVEN_085";"Lokast";
"NAMESET_DWARVEN_086";"Rozsed";
"NAMESET_DWARVEN_087";"Utheg";
"NAMESET_DWARVEN_088";"Shin";
"NAMESET_DWARVEN_089";"Mokez";
"NAMESET_DWARVEN_090";"Lanlar";
"NAMESET_DWARVEN_091";"Ebsas";
"NAMESET_DWARVEN_092";"Osod";
"NAMESET_DWARVEN_093";"Mabdug";
"NAMESET_DWARVEN_094";"Ibruk";
"NAMESET_DWARVEN_095";"Murak";
"NAMESET_DWARVEN_096";"Cös";
"NAMESET_DWARVEN_097";"Olom";
"NAMESET_DWARVEN_098";"Kiror";
"NAMESET_DWARVEN_099";"Kâkdal";
"NAMESET_DWARVEN_100";"Zustash";
"NAMESET_DWARVEN_101";"Okon";
"NAMESET_DWARVEN_102";"Gatal";
"NAMESET_DWARVEN_103";"Nazush";
"NAMESET_DWARVEN_104";"Kun";
"NAMESET_DWARVEN_105";"Nokzam";
"NAMESET_DWARVEN_106";"Ëlot";
"NAMESET_DWARVEN_107";"Stumäm";
"NAMESET_DWARVEN_108";"Setnek";
"NAMESET_DWARVEN_109";"Nural";
"NAMESET_DWARVEN_110";"Tarmid";
"NAMESET_DWARVEN_111";"Lek";
"NAMESET_DWARVEN_112";"Cog";
"NAMESET_DWARVEN_113";"Sákrith";
"NAMESET_DWARVEN_114";"Ugog";
"NAMESET_DWARVEN_115";"Ustos";
"NAMESET_DWARVEN_116";"Thos";
"NAMESET_DWARVEN_117";"Kovath";
"NAMESET_DWARVEN_118";"Idos";
"NAMESET_DWARVEN_119";"Nel";
"NAMESET_DWARVEN_120";"Tobul";
"NAMESET_DWARVEN_121";"Nashon";
"NAMESET_DWARVEN_122";"Nicol";
"NAMESET_DWARVEN_123";"Uvel";
"NAMESET_DWARVEN_124";"Rorul";
"NAMESET_DWARVEN_125";"Gasol";
"NAMESET_DWARVEN_126";"Osed";
"NAMESET_DWARVEN_127";"Lakish";
"NAMESET_DWARVEN_128";"Okag";
